user,problem,explanation,poeple_number,question_number
,,,4,0
,,,4,0
,,,4,0
,,,6,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,1
,,,1,0
,,,1,0
,,,1,1
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,0
,,,1,1
,,,1,0
,,,1,0
,,,1,1
,,,1,0
,,,1,0
,,,1,0
,,,1,0
